z,exact_sigmoid,poly_sigmoid
[ 1.32644392  1.10821767 -1.69778317],[0.79025181 0.75179668 0.15475502],[0.80521918 0.75863222 0.03231719]
[-1.13923555 -0.92324779  0.38394578],[0.24246074 0.2842966  0.59482442],[0.19572325 0.25640226 0.59377523]
[-1.50138336  0.04451905  1.01262253],[0.18221929 0.51112792 0.73353307],[0.09084188 0.51110003 0.73777457]
[ 2.71479427  1.16094749 -2.88844859],[0.937894   0.76150484 0.05272755],[ 1.06814695  0.77001989 -0.34725918]
[0.37621144 1.10566856 1.56710918],[0.59295903 0.75132071 0.82737111],[0.59192984 0.75807959 0.85493983]
[ 1.06121012 -0.00415341 -1.41559957],[0.74292173 0.49896165 0.19535236],[0.74841003 0.49896139 0.11604127]
[-0.55880572  0.85715624  0.24787028],[0.36382384 0.70206617 0.56165224],[0.35561461 0.70326831 0.56104598]
[0.320387   0.65007521 2.04925208],[0.57941856 0.65702741 0.88587202],[0.57855703 0.65617984 0.94932151]
[ 0.59928652  0.51233965 -0.92843265],[0.64549306 0.62535478 0.2832428 ],[0.64443446 0.62414753 0.25496203]
[ 0.26850684 -0.57296438 -0.93817407],[0.5667263  0.36055309 0.28126932],[0.56604527 0.35183458 0.25225392]
[-0.87986078 -0.14639652  0.35792122],[0.29320663 0.4634661  0.58853713],[0.26842248 0.46307939 0.58755869]
[-0.68729549 -0.77746173  0.10683636],[0.33463497 0.3148672  0.52668371],[0.3210905  0.29656787 0.52653788]
[-0.03255554  0.22833809 -0.48625889],[0.49186183 0.55683778 0.38077527],[0.49184522 0.55630245 0.37488856]
[-1.36143454 -0.40312805  1.23245984],[0.20400725 0.40056103 0.77424881],[0.1318388  0.39678031 0.7853306 ]
[-0.86056602 -0.10756372  0.34976711],[0.2972211  0.47313497 0.5865611 ],[0.27374989 0.47293552 0.58560672]
[-0.55458895  0.11504975  0.21318407],[0.36480039 0.52873075 0.55309508],[0.35673923 0.52856389 0.55261431]
[-1.39280999 -0.33012178  0.63346765],[0.19895954 0.41821099 0.65327533],[0.12269871 0.41583485 0.65234769]
[-0.00376636  0.58900801  1.08388843],[0.49905841 0.64313751 0.74722913],[0.4990582  0.64204805 0.7533499 ]
[-0.88903868 -0.44076903  0.20356597],[0.29130825 0.39155774 0.55071648],[0.26588448 0.38689358 0.55026991]
[-1.13932352 -0.64810155  0.38181587],[0.24244458 0.34341748 0.59431099],[0.19569825 0.33167408 0.59326722]
[-0.06364608 -0.39913687 -0.31058083],[0.48409385 0.40151973 0.42297297],[0.48402772 0.39782613 0.42090789]
[-1.05947992 -0.60385393  0.40881205],[0.25740885 0.35346247 0.600803  ],[0.21829255 0.34356692 0.5996961 ]
[-0.06226917 -0.38282675 -0.01739876],[0.48443774 0.4054453  0.49565042],[0.48437455 0.40209497 0.49564577]
[-0.87729696  0.06589236  0.43189345],[0.29373823 0.51646713 0.60632572],[0.26913101 0.51640796 0.60517538]
[-1.32862824 -0.78786726  0.60849464],[0.20938636 0.31262679 0.64759733],[0.14136414 0.29372216 0.64656967]
[-0.34899575  1.03349031 -0.0462312 ],[0.41362597 0.737592   0.48844426],[0.41092409 0.74235104 0.48841014]
[-0.59174    -0.5742088  -0.22657409],[0.35623572 0.36026623 0.44359756],[0.34681266 0.35150206 0.44258644]
[-1.63341258 -0.44296613  0.84328977],[0.16336341 0.39103443 0.69915763],[0.0516263  0.38631518 0.70015538]
[ 0.33874413  0.39941109 -0.48516017],[0.58388542 0.59854616 0.38103437],[0.58296482 0.59745983 0.37517925]
[-0.64810339  0.21105132  0.88618176],[0.34341706 0.55256785 0.70810159],[0.33167358 0.55209469 0.70976567]
[ 1.49700813  0.68447643 -1.14473651],[0.81712782 0.66473706 0.24145179],[0.84063653 0.66409149 0.19415955]
[ 1.70221106  1.01480696 -1.71172892],[0.84582329 0.73395983 0.1529396 ],[0.88208993 0.73825424 0.02811753]
[ 2.75582606  1.26386846 -2.94291801],[0.94024154 0.77969132 0.0500723 ],[ 1.07503786  0.79200666 -0.365641  ]
[ 2.14726856  0.5064965  -2.50106156],[0.89541326 0.62398481 0.07578379],[ 0.96765571  0.62277604 -0.21909502]
[-0.4438799   1.03043647 -0.06683342],[0.39081686 0.73700051 0.48329786],[0.38607458 0.74168213 0.48322464]
[-0.13622412  0.46601924 -0.45106429],[0.46599654 0.61444113 0.38910775],[0.46566562 0.6132472  0.38418204]
[-1.68849519 -1.06521911  1.06114648],[0.15597384 0.25631334 0.74290958],[0.03511096 0.21667485 0.74839614]
[ 1.39577304  0.91132786 -1.71410488],[0.80151228 0.71327181 0.15263205],[0.81972052 0.71537419 0.02740145]
[-0.05791508  1.18311833 -0.20749076],[0.48552528 0.76550802 0.44831262],[0.48547092 0.77478305 0.44748152]
[-0.4234119   0.15693177  0.24589278],[0.3957006  0.53915262 0.56116532],[0.39145786 0.53886353 0.56056625]
[-0.11557506  0.4603437  -0.37700272],[0.47113835 0.61309571 0.40685001],[0.47090587 0.61190718 0.40361735]
[ 0.61359926  0.18678806 -0.86844519],[0.64876141 0.54656172 0.29557793],[0.64775226 0.54617367 0.27157575]
[-0.56521193 -0.10446978  0.16943548],[0.36234238 0.47390628 0.54225782],[0.35390505 0.47371885 0.54192824]
[-1.87168443 -0.56695832  1.13102479],[0.13334694 0.36193897 0.75602797],[-0.02046915  0.35343879  0.76356794]
[ 1.85614135  1.04288646 -2.27789793],[0.86484656 0.73940657 0.09297006],[ 0.91235643  0.74440743 -0.14730677]
[ 1.12818313 -0.67189446 -1.40668086],[0.75550345 0.33807277 0.1967581 ],[0.76295383 0.32525475 0.11864852]
[ 0.21256248  0.14083194 -0.54290684],[0.55294143 0.53514991 0.36751164],[0.55246288 0.53491048 0.35985207]
[-0.2379531   1.13951987 -0.25516428],[0.44079084 0.75759148 0.43655281],[0.4396624  0.76540238 0.4352323 ]
[ 2.63600626  0.75161911 -2.85870779],[0.93314324 0.67953139 0.05423294],[ 1.05477363  0.67943081 -0.3372601 ]
[ 0.45361552  0.06940794 -0.92275746],[0.61149851 0.51734502 0.28439638],[0.61031737 0.51727972 0.25653841]
[ 1.51700032 -0.01905959 -1.62286   ],[0.82009634 0.49523525 0.16481082],[0.84473073 0.49522965 0.05477988]
[-0.2641295   0.30482827 -0.09030325],[0.43434886 0.5756224  0.47743952],[0.43292116 0.57481326 0.47730187]
[-0.48827106  0.23278381 -0.05663233],[0.38030095 0.55793457 0.4858457 ],[0.37435611 0.55738313 0.48579381]
[-0.71800918  0.39833356  0.31882963],[0.32783152 0.59828721 0.579039  ],[0.31276465 0.59720335 0.57818262]
[-1.22574708 -0.43245075  0.24883449],[0.22692665 0.39354127 0.56188961],[0.17102639 0.38908211 0.56127984]
[-1.5552946  -0.44885877  0.66996643],[0.17432288 0.38963214 0.66149564],[0.07489223 0.38476319 0.66075878]
[-0.39873093  0.42844927  0.07526744],[0.40161728 0.60550331 0.51880798],[0.39793247 0.60435879 0.51873188]
[-0.31434921 -0.37406624 -0.12797301],[0.4220535  0.40755884 0.46805034],[0.41993047 0.40438456 0.46776109]
[-0.42170212  0.15119979 -0.51988411],[0.39610952 0.5377281  0.37287933],[0.39190698 0.53745703 0.36597478]
[ 0.76053891  1.39947196 -0.32781927],[0.68147073 0.80210008 0.41877132],[0.68145844 0.82049016 0.4164332 ]
[ 0.80597447  0.9291634  -1.03750901],[0.69125103 0.71690553 0.26163092],[0.6917497  0.71934068 0.22447637]
[ 1.76354845  0.93039559 -2.16877528],[0.85365352 0.71715553 0.10258973],[ 0.89423557  0.71961436 -0.11274761]
[ 0.46642406  1.71411719 -0.84600675],[0.61453703 0.84736954 0.3002712 ],[0.61334274 0.88445633 0.2777624 ]
[-0.90350426 -0.95366862  0.11875322],[0.2883309  0.27814763 0.52965346],[0.26187914 0.24794059 0.52947677]
[-0.01832153  0.32182747 -0.39323273],[0.49541975 0.57976956 0.40293933],[0.49541458 0.57890327 0.39937234]
[-0.54546727  0.30138081  0.167441  ],[0.36691667 0.57478003 0.54176272],[0.35917016 0.57398275 0.5414397 ]
[-1.25645174 -0.65426652  0.41563489],[0.22158531 0.34202873 0.60243825],[0.162207   0.3300124  0.60131744]
[ 1.22418545  0.33379363 -1.97180858],[0.77279927 0.58268214 0.12219476],[ 0.78356691  0.58177714 -0.05127258]
[-0.87910879  0.03153818  0.58760627],[0.29336249 0.50788389 0.64281572],[0.26863032 0.50786962 0.64172235]
[ 1.65043146  0.15180293 -2.0501273 ],[0.83894936 0.53787802 0.11403952],[ 0.87174901  0.53760507 -0.07557715]
[ 0.65952803  0.77649682 -1.17672849],[0.65915436 0.68492461 0.23564093],[0.65835735 0.68507999 0.18504753]
[ 2.08384857 -0.17779651 -2.30670895],[0.88932341 0.4556676  0.09056885],[ 0.95582577  0.4550767  -0.15649083]
[-1.02763555 -0.14460668  1.00537094],[0.26354276 0.4639112  0.73211326],[0.22725059 0.46353466 0.73618117]
[ 0.76432197  0.54987429 -1.26405296],[0.68229134 0.63410642 0.22027699],[0.68231767 0.63293315 0.16001931]
[-0.32495212  0.87218924 -0.00380824],[0.41946936 0.70520103 0.49904794],[0.41717806 0.7066366  0.49904772]
[-1.38170766 -0.61872701  0.74224369],[0.20073488 0.35007103 0.67748629],[0.12593635 0.3395759  0.67729704]
[ 1.27565928  0.27096003 -1.84248996],[0.78170998 0.56732857 0.13675707],[ 0.79450522  0.56663872 -0.01154403]
[-0.05401877  0.29930381 -0.34832596],[0.48649859 0.57427232 0.41378843],[0.48645154 0.57348221 0.41109855]
[ 0.4888717  -0.39530959 -1.01256592],[0.6198406  0.40243978 0.266478  ],[0.61863299 0.39882856 0.23147917]
[-0.5925564  -0.17015669 -0.27740481],[0.35604851 0.45756317 0.43109013],[0.34659405 0.45702653 0.4294945 ]
[-2.71289783 -1.91910196 -0.40281448],[0.06221656 0.12796174 0.40063632],[-0.28862168 -0.03501977  0.39686249]
[ 0.07693701  0.14838071 -0.48196436],[0.51922477 0.53702727 0.38178838],[0.51914546 0.53676493 0.37602456]
[ 1.4052974   1.1362392  -1.47272254],[0.80302316 0.75698848 0.18652915],[0.82170144 0.76469421 0.09928569]
[-1.00944996  0.18456918  0.48416148],[0.26708751 0.54601175 0.61873006],[0.23235267 0.54563131 0.61752418]
[ 0.28558862  1.02098936 -0.35064255],[0.57091581 0.73516527 0.41322661],[0.57017374 0.73961105 0.41049511]
[-1.12552789 -0.21069532  0.65933466],[0.24498736 0.44752017 0.65911091],[0.19961583 0.44666028 0.65831283]
[ 0.51086302  0.5942994  -1.08486276],[0.62500877 0.64435102 0.25258689],[0.62380104 0.64327697 0.2111304 ]
[ 0.06450009  0.84069793 -0.42357063],[0.51611943 0.69861219 0.39566265],[0.51606262 0.69957289 0.39141616]
[-0.29986113  0.56782173 -0.26116444],[0.42559143 0.6382604  0.43507748],[0.42368597 0.63711911 0.43368579]
[ 1.62034952  0.11683106 -1.69755715],[0.83484333 0.52917459 0.15478459],[0.86570439 0.52900302 0.03238521]
[-0.26700936  0.36497307  0.17380161],[0.43364144 0.59024374 0.54334136],[0.43217825 0.58924519 0.5429973 ]
[-0.79861147  0.08586975  0.40394243],[0.31032262 0.52145426 0.5996345 ],[0.29078043 0.52135683 0.59853806]
[-0.95202372 -0.36011053  0.65910203],[0.27847802 0.41093281 0.65905864],[0.24839883 0.40802717 0.65825928]
[ 0.45350851  0.29695887 -0.75150106],[0.61147309 0.57369892 0.32049432],[0.61029208 0.57291695 0.30365343]
[-0.19069067 -0.78881282 -0.34558762],[0.45247127 0.31242364 0.41445282],[0.45178189 0.29346341 0.41181163]
[-0.24958185  0.67707597 -0.14331195],[0.43792642 0.66308577 0.46423321],[0.43667017 0.66239252 0.46386394]
[ 0.96594913  0.72196449 -1.28139932],[0.72431134 0.67303946 0.21731212],[0.72749142 0.67267263 0.15502041]
[ 0.52790759  1.11904742 -0.88538091],[0.62899496 0.75381198 0.29206396],[0.6277966  0.76097785 0.26689628]
[-0.92401016 -0.77770518  0.41340615],[0.2841415  0.31481468 0.60190433],[0.25619054 0.29650133 0.60078797]
[-0.07458149  0.68781805 -0.25994208],[0.48136327 0.66548137 0.43537795],[0.48127119 0.66485811 0.43400093]
[ 2.05280151  1.30171342 -2.51666023],[0.88623039 0.78612321 0.07469846],[ 0.94999047  0.80001149 -0.22416874]
[-2.36253681 -1.46685192 -1.13841445],[0.08607442 0.18742158 0.24261159],[-0.17435791  0.1010122   0.19595658]
[-1.1048959  -0.23156473  0.64554227],[0.24882368 0.44236613 0.65600522],[0.2054641  0.44130448 0.6551347 ]
[ 1.29924545  0.98916059 -1.67821292],[0.78570797 0.72892209 0.15733225],[0.79949078 0.73261357 0.03820079]
[ 0.52721714  0.55772548 -1.12889124],[0.62883382 0.6359261  0.24436578],[0.62763492 0.6347655  0.19866126]
[ 0.84770205  0.85434173 -0.98033205],[0.70008487 0.70147712 0.2728259 ],[0.70114653 0.70263693 0.24050122]
[-0.29137815 -0.08657568  0.04559631],[0.42766651 0.47836959 0.5113971 ],[0.42588194 0.47824365 0.51136789]
[ 0.01442679  0.42381595 -0.27380019],[0.50360663 0.60439601 0.43197439],[0.50360357 0.60325969 0.43042546]
[-0.26807008  0.00306643  1.21518962],[0.43338095 0.50076661 0.7712159 ],[0.43190456 0.50076647 0.78164712]
[-0.88676197 -0.63134437  0.09454504],[0.29177849 0.34720577 0.52361867],[0.2665143  0.33618497 0.52350218]
[ 0.61042413  1.204542   -0.97557711],[0.64803755 0.76933179 0.27377026],[0.64701677 0.77937168 0.24182946]
[ 2.24745826  1.0727682  -1.93709106],[0.90443106 0.74512299 0.12596778],[ 0.98609854  0.75092958 -0.04055759]
[ 0.08033433 -0.15792098 -0.27059117],[0.52007279 0.4606016  0.43276197],[0.51998678 0.46014567 0.43125391]
[-0.82753141 -0.33582979  0.21932139],[0.30416729 0.41682283 0.55461161],[0.28284502 0.41435083 0.55410882]
[ 0.28120391  0.49648218 -0.39231432],[0.56984135 0.62163227 0.4031603 ],[0.56911484 0.62042313 0.39961276]
[-0.87060129 -0.57645047  0.20408722],[0.2951292  0.35974975 0.55084544],[0.27098048 0.35090295 0.55039703]
[-0.18526784  0.13997577 -0.45267585],[0.45381507 0.53493692 0.38872475],[0.45316818 0.53470004 0.38375731]
[ 1.27790064  0.75464789 -1.36669456],[0.78209221 0.68019061 0.20315441],[0.79497971 0.68011957 0.13030855]
[-0.27710077 -0.24681861 -0.26904717],[0.4311647  0.4386067  0.43314103],[0.42957303 0.43738156 0.43165241]
[ 1.22614197  0.51964487 -1.54094228],[0.77314262 0.62706472 0.17639834],[0.78398413 0.62586076 0.07914688]
[-1.02801738 -0.55111509  0.55498528],[0.26346866 0.36560574 0.63529144],[0.22714336 0.35766531 0.63412619]
[-1.15478105 -0.47893603  0.6767133 ],[0.23961689 0.3825034  0.66300475],[0.19130195 0.3768253  0.66230921]
[-1.13518861 -0.47144978  0.5072715 ],[0.24320483 0.38427316 0.62416663],[0.19687305 0.37880358 0.62295801]
[-0.97672728 -0.16582519  0.35949749],[0.27354164 0.45863844 0.58891878],[0.24150824 0.45813123 0.58793579]
[-1.15716121 -0.42103491  0.4622886 ],[0.23918349 0.39626913 0.61355696],[0.19062437 0.39208222 0.61236649]
[-0.32870042  0.55700485  0.04146619],[0.41855686 0.63575924 0.51036506],[0.41620423 0.6345974  0.51034076]
[-1.45900859 -0.30212486  0.80845311],[0.18861901 0.42503812 0.69177977],[0.10331726 0.42309959 0.69230933]
[ 0.13819778  0.33521482 -0.46788993],[0.53449456 0.58302768 0.38511579],[0.53426296 0.58211817 0.3797437 ]
[-1.75417008  0.04871134  1.82304668],[0.147522   0.51217543 0.8609313 ],[0.01530079 0.51214224 0.90590918]
[-0.35633634 -0.14292718  0.71726752],[0.41184672 0.46432891 0.67200502],[0.40901128 0.46396178 0.67159979]
[-1.55457412 -0.71101054  0.81957256],[0.1744266  0.32937559 0.6941456 ],[0.07510596 0.31466432 0.69481765]
[-0.80917071 -0.41262041  1.18298928],[0.30806724 0.39828396 0.76548486],[0.28788597 0.39429106 0.77475537]
[-0.3051659   0.82526569 -0.05303427],[0.42429512 0.69535296 0.48674454],[0.42231163 0.69610047 0.48669924]
[ 1.99481816  0.50234197 -2.08736376],[0.88025194 0.62300954 0.11033108],[ 0.93901505  0.62180028 -0.08719725]
[0.51455962 0.77303233 0.34919226],[0.62587475 0.68417648 0.58642169],[0.62466833 0.6842944  0.58546904]
[-0.99610869 -0.34345897  0.24866888],[0.26970719 0.4149695  0.56184884],[0.23608934 0.4123658  0.56123968]
[ 0.57964574  0.18230504 -0.84739218],[0.64098589 0.54545045 0.29998019],[0.6398716  0.54507773 0.27738085]
[ 2.63764578  0.64511717 -2.42620357],[0.93324545 0.65590929 0.08119624],[ 1.05505382  0.65503665 -0.19484785]
[-1.04230288 -0.50069234  0.29582841],[0.2607059  0.37737798 0.57342242],[0.22312835 0.37106652 0.57264438]
[-1.29660532 -0.73334726  0.44649573],[0.21473689 0.32446062 0.60980574],[0.15063089 0.30859621 0.60863356]
[-0.48720807 -0.20353963 -0.05571439],[0.3805515  0.44929004 0.48607501],[0.37463741 0.44849367 0.48602484]
[-0.19666374  0.31268741 -0.37572894],[0.45099192 0.57754109 0.40715744],[0.45025392 0.57670525 0.40395018]
[-0.55530656  0.88994272  0.17606446],[0.36463412 0.70887835 0.54390276],[0.35654788 0.71060571 0.54355114]
[-0.94801539 -0.21375999  0.21746306],[0.27928412 0.44676257 0.55415253],[0.24951516 0.4458746  0.55365641]
[ 3.1433517   1.54584003 -3.59283533],[0.95864596 0.82431209 0.02678311],[ 1.13762803  0.85061569 -0.59183582]
[-0.63106654 -0.62425907 -0.07435321],[0.34726874 0.34881341 0.48142026],[0.33625969 0.33808974 0.48132877]
[ 0.58326077  0.95200405 -0.86838013],[0.64181736 0.72151803 0.29559147],[0.6407123  0.72440634 0.27159371]
[-1.2661543  -0.58153994  0.53672277],[0.21991628 0.35857833 0.63104972],[0.15941422 0.34954219 0.62985962]
[-1.33584071 -0.32383079  0.51172675],[0.20819488 0.41974244 0.62521118],[0.13927277 0.41746931 0.62400372]
[-0.2915079  -0.16111323 -0.26227015],[0.42763475 0.45980859 0.43480574],[0.42584837 0.45933233 0.43340068]
[-0.42141925  0.25790539  0.04268426],[0.39617719 0.56412132 0.51066944],[0.39198128 0.56347862 0.51064374]
[ 1.89465032 -0.34052782 -2.00675258],[0.86928485 0.41568127 0.11849577],[ 0.91981708  0.41312866 -0.06209398]
[ 0.66966263  0.11358487 -0.09217119],[0.66142761 0.52836573 0.4769735 ],[0.66068894 0.52820269 0.47682977]
[ 2.96725573  2.09339618 -2.97213903],[0.95107273 0.89025966 0.04870053],[ 1.10974483  0.95761443 -0.37553891]
[ 1.64984198 -0.36309737 -1.68344322],[0.83886969 0.41020999 0.15664007],[0.87163082 0.40724806 0.03662948]
[0.16793716 0.73093143 0.39861361],[0.54188589 0.67500964 0.59835452],[0.54156125 0.67471895 0.59727001]
[ 1.2990222   2.01935188 -1.30330616],[0.78567038 0.88281398 0.21360912],[0.79944367 0.94367124 0.14869436]
[ 0.17868669  0.494638   -0.48857192],[0.54455319 0.62119842 0.38023005],[0.54419274 0.6199895  0.37427648]
[-1.36404107 -0.86853967  0.89816755],[0.20358431 0.29555826 0.71057279],[0.13108061 0.27154966 0.71244131]
[ 0.30987327  0.41659462 -0.60060201],[0.57685433 0.60266809 0.35420598],[0.576028   0.60154539 0.34443866]
[-1.29780099  0.04316387  0.58844193],[0.21453534 0.51078929 0.64300757],[0.15028544 0.51076302 0.64191652]
[ 1.23514853 -0.00536006 -1.76168448],[0.77471842 0.49865999 0.1465795 ],[0.78590325 0.49865955 0.0130259 ]
[ 1.46265578  0.94714872 -1.7862583 ],[0.81193853 0.7205414  0.14353208],[0.83357352 0.72333082 0.00557465]
[ 1.79477009  0.28040853 -1.97866739],[0.85751111 0.56964638 0.12146097],[ 0.90037453  0.5689227  -0.05339372]
[-0.86013785 -0.04546753  0.4268559 ],[0.29731055 0.48863507 0.60512264],[0.27386798 0.48860211 0.60398089]
[ 0.45080719  0.97183117 -0.67061846],[0.61083113 0.72548434 0.33835837],[0.60965339 0.72879095 0.32559945]
[-0.3655496   0.67839778  0.33218725],[0.40961683 0.663381   0.58229147],[0.4066082  0.66269609 0.58139159]
[ 2.70833738  2.32564824 -2.61785213],[0.93751682 0.91097906 0.06799829],[ 1.06705797  1.00028246 -0.25726028]
[ 0.84567325  0.76108658 -1.17410371],[0.69965872 0.6815896  0.23611402],[0.70069086 0.68158285 0.18579628]
[ 3.74578841  2.05600631 -3.66511826],[0.97692789 0.88655312 0.02496209],[ 1.22598314  0.95059415 -0.61777594]
[-1.59613004 -0.47910161  0.65382018],[0.16852319 0.38246429 0.65787082],[0.06275302 0.37678152 0.65704283]
[-0.5760872   0.2755586   0.24072302],[0.35983342 0.56845702 0.55989182],[0.35100005 0.56775066 0.55931154]
[ 0.1170562   0.52890795 -0.58924896],[0.52923068 0.62922837 0.3568072 ],[0.52905852 0.62803083 0.34747954]
[ 0.04152376  0.66154297 -0.27010935],[0.51037945 0.65960691 0.43288025],[0.51035508 0.65882116 0.43137828]
[ 0.62267902 -0.13093487 -1.03242113],[0.6508276  0.46731297 0.26261499],[0.64985382 0.46700912 0.22590632]
[ 0.78285445  0.59601019 -1.14147454],[0.68629499 0.64474297 0.24204974],[0.6865207  0.64367413 0.1950869 ]
[-0.55816983 -0.31402853  0.14656231],[0.36397103 0.42213173 0.53657513],[0.35578424 0.42001366 0.53631837]
[ 0.66785463 -0.76614573 -1.05431024],[0.66102261 0.31731345 0.25839828],[0.66027321 0.29965888 0.21974889]
[ 0.64073808  0.80815901 -0.84802496],[0.65492028 0.69171706 0.29984733],[0.65402634 0.69224294 0.27720656]
[-0.28295447  0.8235061  -0.25172461],[0.4297296  0.69498008 0.43739906],[0.42806043 0.69570409 0.43611837]
[-0.9542792  -0.68351468  0.27847314],[0.27802506 0.33547731 0.56917185],[0.24777047 0.32211344 0.56845508]
[-1.57542925 -0.2616747   1.01888742],[0.17144379 0.43495207 0.73475582],[0.06891303 0.43355422 0.73914988]
[-0.33914043  0.96353842  0.36649429],[0.41601829 0.7238297  0.59061161],[0.41348965 0.72695851 0.5896088 ]
[-0.55525088  0.89607797  0.45412695],[0.36464702 0.71014286 0.61162   ],[0.35656273 0.71197516 0.61043827]
[-0.54420623 -0.26048153 -0.06010264],[0.36720965 0.43524534 0.48497886],[0.35950604 0.43386186 0.48492016]
[-1.53200305 -0.24731118  0.73738191],[0.1777008  0.43848542 0.67642309],[0.08179374 0.43725476 0.6761895 ]
[-0.99958712 -0.6057903   0.1955916 ],[0.26902261 0.35302008 0.54874261],[0.2351156  0.3430477  0.54832406]
[-0.81359204 -0.45516363  0.30507992],[0.30712558 0.38813377 0.57568387],[0.28667301 0.38310148 0.57487387]
[ 0.82451564  0.35687516 -1.11786822],[0.69519404 0.58828379 0.24640692],[0.69593152 0.58730839 0.20178851]
